Year,Round,Overall_Pick,Nationality,Full_Name,Position,season,sequenceNumber,stat_assists,stat_goals,stat_pim,stat_games,stat_penaltyMinutes,stat_points,team_name,team_link,league_name,league_link,team_id,league_id,stat_powerPlayGoals,stat_gameWinningGoals,stat_shortHandedGoals,stat_plusMinus,stat_shots,stat_timeOnIce,stat_hits,stat_powerPlayPoints,stat_powerPlayTimeOnIce,stat_evenTimeOnIce,stat_faceOffPct,stat_shotPct,stat_overTimeGoals,stat_shortHandedPoints,stat_shortHandedTimeOnIce,stat_blocked,stat_shifts,season_played
2015,2,37,United States,Brandon Carlo,(D),20172018,1,6.0,0.0,45.0,76.0,45,6.0,Boston Bruins,/api/v1/teams/6,National Hockey League,/api/v1/league/133,6.0,133.0,0.0,0.0,0.0,10.0,76.0,1462:01,89.0,0.0,03:41,1247:10,100.0,0.0,0.0,1.0,211:10,84.0,1857.0,3
2015,2,39,Canada,A.J. Greer,(LW),20162017,1,1.0,0.0,4.0,5.0,4,1.0,Colorado Avalanche,/api/v1/teams/21,National Hockey League,/api/v1/league/133,21.0,133.0,0.0,0.0,0.0,-2.0,8.0,68:17,4.0,0.0,02:52,63:27,0.0,0.0,0.0,0.0,01:58,3.0,102.0,2
2015,2,39,Canada,A.J. Greer,(LW),20172018,1,3.0,0.0,29.0,17.0,29,3.0,Colorado Avalanche,/api/v1/teams/21,National Hockey League,/api/v1/league/133,21.0,133.0,0.0,0.0,0.0,2.0,13.0,125:41,30.0,0.0,02:47,122:54,33.33,0.0,0.0,0.0,00:00,5.0,188.0,3
2015,2,45,Sweden,Jakob Forsbacka,Karlsson,20162017,1,0.0,0.0,0.0,1.0,0,0.0,Boston Bruins,/api/v1/teams/6,National Hockey League,/api/v1/league/133,6.0,133.0,0.0,0.0,0.0,0.0,0.0,08:25,0.0,0.0,00:00,08:25,50.0,0.0,0.0,0.0,00:00,1.0,13.0,2
2015,2,46,Netherlands,Daniel Sprong,(RW),20152016,1,0.0,2.0,0.0,18.0,0,2.0,Pittsburgh Penguins,/api/v1/teams/5,National Hockey League,/api/v1/league/133,5.0,133.0,0.0,0.0,0.0,-1.0,23.0,157:03,14.0,0.0,07:22,148:37,50.0,8.7,0.0,0.0,01:04,3.0,221.0,1
2015,2,46,Netherlands,Daniel Sprong,(RW),20172018,1,1.0,2.0,0.0,8.0,0,3.0,Pittsburgh Penguins,/api/v1/teams/5,National Hockey League,/api/v1/league/133,5.0,133.0,0.0,1.0,0.0,2.0,22.0,111:50,9.0,0.0,09:31,102:11,0.0,9.09,0.0,0.0,00:08,4.0,156.0,3
2015,2,48,Czech Republic,Filip Chlapik,(C),20172018,1,3.0,1.0,4.0,20.0,4,4.0,Ottawa Senators,/api/v1/teams/9,National Hockey League,/api/v1/league/133,9.0,133.0,0.0,0.0,0.0,-5.0,21.0,201:27,19.0,1.0,12:11,189:08,45.45,4.76,0.0,0.0,00:08,14.0,277.0,3
2015,2,50,United States,Jordan Greenway,(LW),20172018,1,1.0,0.0,0.0,6.0,0,1.0,Minnesota Wild,/api/v1/teams/30,National Hockey League,/api/v1/league/133,30.0,133.0,0.0,0.0,0.0,0.0,4.0,68:39,5.0,0.0,00:50,67:30,0.0,0.0,0.0,0.0,00:19,3.0,90.0,3
2015,2,51,Canada,Brendan Guhle,(D),20162017,1,0.0,0.0,0.0,3.0,0,0.0,Buffalo Sabres,/api/v1/teams/7,National Hockey League,/api/v1/league/133,7.0,133.0,0.0,0.0,0.0,1.0,4.0,49:03,3.0,0.0,00:05,48:58,0.0,0.0,0.0,0.0,00:00,8.0,71.0,2
2015,2,51,Canada,Brendan Guhle,(D),20172018,1,5.0,0.0,10.0,18.0,10,5.0,Buffalo Sabres,/api/v1/teams/7,National Hockey League,/api/v1/league/133,7.0,133.0,0.0,0.0,0.0,-6.0,37.0,325:54,10.0,0.0,16:41,301:43,0.0,0.0,0.0,0.0,07:30,8.0,450.0,3
2015,2,53,Sweden,Rasmus Andersson,(D),20162017,1,0.0,0.0,0.0,1.0,0,0.0,Calgary Flames,/api/v1/teams/20,National Hockey League,/api/v1/league/133,20.0,133.0,0.0,0.0,0.0,-1.0,0.0,18:33,4.0,0.0,01:52,16:40,0.0,0.0,0.0,0.0,00:01,2.0,23.0,2
2015,2,53,Sweden,Rasmus Andersson,(D),20172018,1,0.0,0.0,4.0,10.0,4,0.0,Calgary Flames,/api/v1/teams/20,National Hockey League,/api/v1/league/133,20.0,133.0,0.0,0.0,0.0,-1.0,8.0,154:23,2.0,0.0,15:37,136:00,0.0,0.0,0.0,0.0,02:46,10.0,207.0,3
2015,2,56,Canada,Vince Dunn,(D),20172018,1,19.0,5.0,20.0,75.0,20,24.0,St. Louis Blues,/api/v1/teams/19,National Hockey League,/api/v1/league/133,19.0,133.0,2.0,1.0,0.0,1.0,138.0,1292:19,29.0,9.0,149:36,1136:42,100.0,3.62,1.0,0.0,06:01,59.0,1654.0,3
2015,2,60,Sweden,Oliver Kylington,(D),20152016,1,0.0,0.0,0.0,1.0,0,0.0,Calgary Flames,/api/v1/teams/20,National Hockey League,/api/v1/league/133,20.0,133.0,0.0,0.0,0.0,0.0,1.0,17:22,0.0,0.0,00:38,16:43,0.0,0.0,0.0,0.0,00:01,1.0,20.0,1
2015,3,63,Canada,Kyle Capobianco,(D),20172018,1,0.0,0.0,0.0,1.0,0,0.0,Arizona Coyotes,/api/v1/teams/53,National Hockey League,/api/v1/league/133,53.0,133.0,0.0,0.0,0.0,-1.0,0.0,13:33,3.0,0.0,00:00,13:32,0.0,0.0,0.0,0.0,00:01,1.0,21.0,3
2015,3,67,Canada,Blake Speers,(C),20162017,1,0.0,0.0,0.0,3.0,0,0.0,New Jersey Devils,/api/v1/teams/1,National Hockey League,/api/v1/league/133,1.0,133.0,0.0,0.0,0.0,0.0,3.0,28:27,1.0,0.0,00:12,24:54,0.0,0.0,0.0,0.0,03:21,1.0,43.0,2
2015,3,72,Canada,Anthony Cirelli,(C),20172018,1,6.0,5.0,6.0,18.0,6,11.0,Tampa Bay Lightning,/api/v1/teams/14,National Hockey League,/api/v1/league/133,14.0,133.0,0.0,0.0,0.0,11.0,26.0,238:10,17.0,0.0,00:12,212:07,44.86,19.23,0.0,1.0,25:51,6.0,352.0,3
